REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TYPE_ACCESSIBILITE;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
7510503;Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle);2010;ILE-DE-FRANCE;PARIS;06/01/2002;411345;319733;MIXTE;731078;;;PARIS;
7510502;Galerie de Minéralogie et de Géologie (Muséum d'Histoire Naturelle);2010;ILE-DE-FRANCE;PARIS;06/01/2002;1826;584;MIXTE;2410;;;PARIS;
7510103;Etablissement public du musée d'Orsay et de l'Orangerie - Musée de l'Orangerie;2010;ILE-DE-FRANCE;PARIS;06/01/2002;466926;224032;MIXTE;690958;;;PARIS;
7510307;Musée Carnavalet-Histoire de Paris (+ Crypte et les Catacombes);2010;ILE-DE-FRANCE;PARIS;08/07/2004;377007;714098;MIXTE;1091105;;;PARIS;
7511616;Maison de Balzac;2010;ILE-DE-FRANCE;PARIS;08/07/2004;8553;39129;MIXTE;47682;;;PARIS;
7510802;Musée de la Musique;2010;ILE-DE-FRANCE;PARIS;06/01/2002;100913;46762;MIXTE;147675;;;PARIS;
7510801;Musée Nissim de Camondo (UCAD);2010;ILE-DE-FRANCE;PARIS;06/01/2002;41524;14579;MIXTE;56103;;;PARIS;
7510402;Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);2010;ILE-DE-FRANCE;PARIS;06/01/2002;3255080;0;PAYANT;3255080;;;PARIS;
7510609;Musée des Monnaies et des Médailles;2010;ILE-DE-FRANCE;PARIS;06/01/2002;7018;33745;MIXTE;40763;;;PARIS;
7710801;Musée Municipal de Chelles Alfred Bonno;2010;ILE-DE-FRANCE;CHELLES;01/02/2003;0;2350;GRATUIT;2350;;;SEINE ET MARNE;
7728802;Musée d'Art et d'Histoire de Melun;2010;ILE-DE-FRANCE;MELUN;01/02/2003;6600;0;PAYANT;6600;;;SEINE ET MARNE;
7733302;Château-musée de Nemours;2010;ILE-DE-FRANCE;NEMOURS;01/02/2003;2471;3708;MIXTE;6179;;;SEINE ET MARNE;
7753301;Musée départemental Stéphane Mallarmé;2010;ILE-DE-FRANCE;VULAINES-SUR-SEINE;01/02/2003;3535;1801;MIXTE;5336;;;SEINE ET MARNE;
9304801;Musée de l'Histoire Vivante;2010;ILE-DE-FRANCE;MONTREUIL-SOUS-BOIS;01/02/2003;925;2088;MIXTE;3013;;;SEINE SAINT-DENIS;
9550001;Musée Tavet Delacour;2010;ILE-DE-FRANCE;PONTOISE;01/02/2003;1561;4713;MIXTE;6274;;;VAL D'OISE;
7832201;Musée de la Toile de Jouy;2010;ILE-DE-FRANCE;JOUY-EN-JOSAS;01/02/2003;8315;1930;MIXTE;10245;;;YVELINES;
7835601;Musée National de Port Royal des Champs;2010;ILE-DE-FRANCE;MAGNY-LES-HAMEAUX;06/01/2002;5066;13061;MIXTE;18127;;;YVELINES;
7864602;Etablissement Public du Musée et du Domaine National de Versailles;2010;ILE-DE-FRANCE;VERSAILLES;06/01/2002;4403869;1683687;MIXTE;6087556;;;YVELINES;
1107601;Musée Archéologique du Lauragais;2010;OCCITANIE;CASTELNAUDARY;01/02/2003;0;1771;GRATUIT;1771;;;AUDE;
1120601;Musée Petiet;2010;OCCITANIE;LIMOUX;01/02/2003;831;2568;MIXTE;3399;;;AUDE;
1137901;Musée des Corbières;2010;OCCITANIE;SIGEAN;01/02/2003;590;191;MIXTE;781;;;AUDE;
3003201;Musée Municipal de la Vignasse;2010;OCCITANIE;BEAUCAIRE;01/02/2003;1002;2889;MIXTE;3891;;;GARD;
3018907;Musée des Cultures Taurines (Annexe du Vieux Nîmes);2010;OCCITANIE;NIMES;01/02/2003;639;14086;MIXTE;14725;;;GARD;
3417203;Musée Fabre;2010;OCCITANIE;MONTPELLIER;06/01/2002;236996;54500;MIXTE;291496;;;HERAULT;"3417203 ; 3417210"
6604902;Musée départemental d'Art Moderne;2010;OCCITANIE;CERET;01/02/2003;45296;30724;MIXTE;76020;;;PYRENEES ORIENTALES;
1903101;Musée Labenche d'Art et d'Histoire;2010;NOUVELLE-AQUITAINE;BRIVE-LA-GAILLARDE;15/08/2002;2866;8998;MIXTE;11864;;;CORREZE;
1927201;Musée du Cloître de Tulle André Mazeyrie;2010;NOUVELLE-AQUITAINE;TULLE;01/02/2003;0;313;GRATUIT;313;;;CORREZE;
2300801;Musée Départemental de la Tapisserie;2010;NOUVELLE-AQUITAINE;AUBUSSON;17/06/2002;14974;3379;MIXTE;18353;;;CREUSE;
5415401;Les Sources d'Hercule;2010;GRAND EST;DENEUVRE;01/02/2003;3400;567;MIXTE;3967;;;MEURTHE ET MOSELLE;
5439502;Muséum- Aquarium de Nancy;2010;GRAND EST;NANCY;01/02/2003;24184;48747;MIXTE;72931;;;MEURTHE ET MOSELLE;
5443101;"Musée ""au Fil du Papier""";2010;GRAND EST;PONT-A-MOUSSON;01/02/2003;2626;1893;MIXTE;4519;;;MEURTHE ET MOSELLE;
5502901;Musée Barrois;2010;GRAND EST;BAR-LE-DUC;01/02/2003;2198;7869;MIXTE;10067;;;MEUSE;
5546301;Musée d'Art Sacré de la Meuse;2010;GRAND EST;SAINT-MIHIEL;01/02/2003;1052;795;MIXTE;1847;;;MEUSE;
5746303;Centre Pompidou de Metz (collections nationales decentralisées);2010;GRAND EST;METZ;;332548;283282;MIXTE;615830;;;MOSELLE;
5730601;Musée des Mines de fer de Lorraine;2010;GRAND EST;NEUFCHEF;01/02/2003;16539;639;MIXTE;17178;;;MOSELLE;
5753701;Musée de la Mine - Carreau Wendel;2010;GRAND EST;PETITE-ROSSELLE;01/02/2003;20294;1687;MIXTE;21981;;;MOSELLE;
8816002;Musée de l'Image;2010;GRAND EST;EPINAL;01/02/2003;22379;6989;MIXTE;29368;;;VOSGES;
920701;Musée de la Forge;2010;OCCITANIE;MONTGAILHARD;01/02/2003;27714;2396;MIXTE;30110;;;ARIEGE;
1209602;Musée Joseph Vaylet;2010;OCCITANIE;ESPALION;01/02/2003;4936;0;PAYANT;4936;;;AVEYRON;
3155509;Muséum d'Histoire Naturelle;2010;OCCITANIE;TOULOUSE;06/01/2002;99910;101954;MIXTE;201864;;;HAUTE-GARONNE;
3155506;Musée du Vieux Toulouse;2010;OCCITANIE;TOULOUSE;01/02/2003;4795;1208;MIXTE;6003;;;HAUTE-GARONNE;
3155504;Musée des Augustins;2010;OCCITANIE;TOULOUSE;06/01/2002;41956;67605;MIXTE;109561;;;HAUTE-GARONNE;
4618501;Musée Gallo-Romain d'Uxellodunum;2010;OCCITANIE;MARTEL;01/02/2003;418;133;MIXTE;551;;;LOT;
8101201;Musée Eugénie et Maurice Guérin;2010;OCCITANIE;ANDILLAC;01/02/2003;1898;2596;MIXTE;4494;;;TARN;
8215501;Musée de Préhistoire;2010;OCCITANIE;SAINT-ANTONIN-NOBLE-VAL;01/02/2003;579;0;PAYANT;579;;;TARN-ET-GARONNE;
5905301;Forum Antique de Bavay, Musée Archéologique du Département du Nord;2010;HAUTS-DE-FRANCE;BAVAY;01/02/2003;20824;4587;MIXTE;25411;;;NORD;
5913501;Musée Départemental de Flandre;2010;HAUTS-DE-FRANCE;CASSEL;01/02/2003;14838;6644;MIXTE;21482;;;NORD;
1411801;Musée des Beaux-Arts;2010;NORMANDIE;CAEN;06/01/2002;73050;78527;MIXTE;151577;;;CALVADOS;
1411804;Mémorial de Caen;2010;NORMANDIE;CAEN;01/02/2003;340000;50000;MIXTE;390000;;;CALVADOS;
5017301;Musée Municipal;2010;NORMANDIE;EQUEURDREVILLLE-HAINNEVILLE;01/02/2003;0;2970;GRATUIT;2970;;;MANCHE;
5061501;Musée Régional du Cidre et du Calvados;2010;NORMANDIE;VALOGNES;01/02/2003;6037;1285;MIXTE;7322;;;MANCHE;
6137901;Musée Départemental des Arts et Traditions Populaires du Perche;2010;NORMANDIE;SAINT-CYR LA ROSIERE;01/02/2003;13035;10059;MIXTE;23094;;;ORNE;
2716501;Musée du Verre et de la Pierre;2010;NORMANDIE;CONCHES-EN-OUCHE;01/02/2003;1895;2683;MIXTE;4578;;;EURE;
2718301;Musée Artisanal et Industriel d'Instruments à Vent;2010;NORMANDIE;LA COUTURE-BOUSSEY;01/02/2003;3927;1497;MIXTE;5424;;;EURE;
7634101;Musée du Prieuré;2010;NORMANDIE;HARFLEUR;01/02/2003;220;2369;MIXTE;2589;;;SEINE-MARITIME;
7635101;Musée d'Art Moderne André Malraux - MuMa;2010;NORMANDIE;LE HAVRE;01/02/2003;53137;24948;MIXTE;78085;;;SEINE-MARITIME;
7649701;Musée Départemental Pierre Corneille;2010;NORMANDIE;LE PETIT-COURONNE;01/02/2003;691;3648;MIXTE;4339;;;SEINE-MARITIME;
7647401;Musée Industriel de la Corderie Vallois;2010;NORMANDIE;NOTRE-DAME-DE-BONDEVILLE;01/02/2003;2186;6310;MIXTE;8496;;;SEINE-MARITIME;
7654006;Musée Le Secq des Tournelles;2010;NORMANDIE;ROUEN;01/02/2003;5996;9860;MIXTE;15856;;;SEINE-MARITIME;
4401001;Musée des Marais Salant;2010;PAYS DE LA LOIRE;BATZ-SUR-MER;20/12/2005;10556;1096;MIXTE;11652;;;LOIRE-ATLANTIQUE;
4900703;Musée Jean Lurcat et de la Tapisserie Contemporaine;2010;PAYS DE LA LOIRE;ANGERS;01/02/2003;13805;37714;MIXTE;51519;;;MAINE-ET-LOIRE;
4901801;Musée d'Art et d'Histoire;2010;PAYS DE LA LOIRE;BAUGE;01/02/2003;779;107;MIXTE;886;;;MAINE-ET-LOIRE;
4923401;Musée Jules-Desbois;2010;PAYS DE LA LOIRE;PARCAY-LES-PINS;23/10/2002;2734;3546;MIXTE;6280;;;MAINE-ET-LOIRE;
4932802;Château-Musée;2010;PAYS DE LA LOIRE;SAUMUR;01/02/2003;55838;10880;MIXTE;66718;;;MAINE-ET-LOIRE;
4935301;Musée de l'Ardoise;2010;PAYS DE LA LOIRE;TRELAZE;01/02/2003;10012;3515;MIXTE;13527;;;MAINE-ET-LOIRE;
5313002;Musée des Sciences - CCSTI;2010;PAYS DE LA LOIRE;LAVAL;01/02/2003;5916;54118;MIXTE;60034;;;MAYENNE;
8512901;Historial de la Vendée;2010;PAYS DE LA LOIRE;LES LUCS-SUR-BOULOGNE;01/02/2003;45979;34153;MIXTE;80132;;;VENDEE;
216801;Musée Jean de la Fontaine;2010;HAUTS-DE-FRANCE;CHATEAU-THIERRY;01/02/2003;15963;0;PAYANT;15963;;;AISNE;
236102;Familistère de Guise;2010;HAUTS-DE-FRANCE;GUISE;01/02/2003;38789;4006;MIXTE;42795;;;AISNE;
238101;Musée - Centre de Documentation Alfred Desmasures;2010;HAUTS-DE-FRANCE;HIRSON;01/02/2003;0;1500;GRATUIT;1500;;;AISNE;
6005701;Musée Départemental de l'Oise;2010;HAUTS-DE-FRANCE;BEAUVAIS;01/02/2003;0;31153;GRATUIT;31153;;;OISE;
6015904;Musée Antoine Vivenel;2010;HAUTS-DE-FRANCE;COMPIEGNE;01/02/2003;1428;12158;MIXTE;13586;;;OISE;
6017601;Musée de l'Archerie et de l'Art Sacré;2010;HAUTS-DE-FRANCE;CREPY-EN-VALOIS;01/02/2003;2937;2953;MIXTE;5890;;;OISE;
8025301;Musée Lombart;2010;HAUTS-DE-FRANCE;DOULLENS;01/02/2003;369;5337;MIXTE;5706;;;SOMME;
1601501;Musée des Beaux-Arts;2010;NOUVELLE-AQUITAINE;ANGOULEME;01/02/2003;7928;32711;MIXTE;40639;;;CHARENTE;
1730005;Musée Protestant;2010;NOUVELLE-AQUITAINE;LA ROCHELLE;01/02/2003;1049;905;MIXTE;1954;;;CHARENTE-MARITIME;
1729902;Musée de la Maison de Pierre Loti;2010;NOUVELLE-AQUITAINE;ROCHEFORT;28/03/2002;18561;2396;MIXTE;20957;;;CHARENTE-MARITIME;
1729904;Musée National de la Marine;2010;NOUVELLE-AQUITAINE;ROCHEFORT;06/01/2002;22732;18461;MIXTE;41193;;;CHARENTE-MARITIME;
1741501;Musée de l'Echevinage;2010;NOUVELLE-AQUITAINE;SAINTES;01/02/2003;868;2385;MIXTE;3253;;;CHARENTE-MARITIME;
1738501;Musée de l'Ile d'Oléron;2010;NOUVELLE-AQUITAINE;ST-PIERRE D'OLERON;01/02/2003;9533;2789;MIXTE;12322;;;CHARENTE-MARITIME;
8607001;Musée des Traditions Populaires et d'Archéologie;2010;NOUVELLE-AQUITAINE;CHAUVIGNY;01/02/2003;11109;394;MIXTE;11503;;;VIENNE;
407001;Musée Gassendi;2010;PROVENCE-ALPES-CÔTE D'AZUR;DIGNE-LES-BAINS;01/02/2003;2249;5704;MIXTE;7953;;;ALPES DE HAUTE PROVENCE;
608805;Musée Archéologique - Site de  Cimiez;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;42452;GRATUIT;42452;;;ALPES-MARITIMES;
608812;Musée Matisse;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;135715;GRATUIT;135715;;;ALPES-MARITIMES;
609801;Ecomusée du Pays de la Roudoule;2010;PROVENCE-ALPES-CÔTE D'AZUR;PUGET-ROSTANG;01/02/2003;768;0;PAYANT;768;;;ALPES-MARITIMES;
616301;Musée Départemental des Merveilles;2010;PROVENCE-ALPES-CÔTE D'AZUR;TENDE;01/02/2003;0;30194;GRATUIT;30194;;;ALPES-MARITIMES;
615901;Musées de la Citadelle;2010;PROVENCE-ALPES-CÔTE D'AZUR;VILLEFRANCHE-SUR-MER;01/02/2003;0;35133;GRATUIT;35133;;;ALPES-MARITIMES;
1300101;Musée du Pavillon de Vendôme;2010;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;2622;10164;MIXTE;12786;;;BOUCHES DU RHONE;
1303801;Musée Alphonse Daudet;2010;PROVENCE-ALPES-CÔTE D'AZUR;FONTVIEILLE;01/02/2003;19498;0;PAYANT;19498;;;BOUCHES DU RHONE;
1305601;Musée Ziem;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARTIGUES;01/02/2003;0;12463;GRATUIT;12463;;;BOUCHES DU RHONE;
1309101;Musée Suffren et du Vieux Saint-Cannat;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-CANNAT;01/02/2003;0;3973;GRATUIT;3973;;;BOUCHES DU RHONE;
1309201;Musée Municipal Paul Lafran;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-CHAMAS;01/02/2003;0;2687;GRATUIT;2687;;;BOUCHES DU RHONE;
1309601;Musée Baroncelli;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINTES-MARIES-DE-LA-MER;01/02/2003;673;0;PAYANT;673;;;BOUCHES DU RHONE;
1310301;Musée de l'Empéri de Salon et de la Crau;2010;PROVENCE-ALPES-CÔTE D'AZUR;SALON-DE-PROVENCE;01/02/2003;4649;9180;MIXTE;13829;;;BOUCHES DU RHONE;
8301901;Musée des Arts et d’Histoire;2010;PROVENCE-ALPES-CÔTE D'AZUR;BORMES-LES-MIMOSAS;01/02/2003;0;6662;GRATUIT;6662;;;VAR;
8305004;Musée de l'Artillerie;2010;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;05/07/2006;0;17493;GRATUIT;17493;;;VAR;
8306101;Musée Archéologique Gallo-Romaine du Var;2010;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;01/02/2003;4503;2083;MIXTE;6586;;;VAR;
8400702;Musée du Petit Palais;2010;PROVENCE-ALPES-CÔTE D'AZUR;AVIGNON;01/02/2003;20141;27488;MIXTE;47629;;;VAUCLUSE;
8403103;Musée Comtadin-Duplessis;2010;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;01/02/2003;303;2089;MIXTE;2392;;;VAUCLUSE;
8408701;Musée Municipal;2010;PROVENCE-ALPES-CÔTE D'AZUR;ORANGE;01/02/2003;59147;0;PAYANT;59147;;;VAUCLUSE;
701001;Musée Vivarois César Filhol;2010;AUVERGNE-RHONE-ALPES;ANNONAY;01/02/2003;546;2034;MIXTE;2580;;;ARDECHE;
733401;Musée des Vans;2010;AUVERGNE-RHONE-ALPES;LES VANS;01/02/2003;359;903;MIXTE;1262;;;ARDECHE;
3808201;Musée - Parc Archéologique du Lac de Paladru;2010;AUVERGNE-RHONE-ALPES;CHARAVINES;01/02/2003;10839;1292;MIXTE;12131;;;ISERE;
3854401;Musée-Cloître Saint-André-Le-Bas;2010;AUVERGNE-RHONE-ALPES;VIENNE;01/02/2003;1082;2688;MIXTE;3770;;;ISERE;
4205202;Musée de la Soierie;2010;AUVERGNE-RHONE-ALPES;CHARLIEU;01/02/2003;4716;1700;MIXTE;6416;;;LOIRE;
4209101;Musée d'Histoire du  20ème Siècle - Résistance et Déportation;2010;AUVERGNE-RHONE-ALPES;ESTIVAREILLES;01/02/2003;2301;840;MIXTE;3141;;;LOIRE;
4214701;Musée d'Allard;2010;AUVERGNE-RHONE-ALPES;MONTBRISON;01/02/2003;3648;6755;MIXTE;10403;;;LOIRE;
6938901;Musée des Sapeurs-Pompiers de Lyon;2010;AUVERGNE-RHONE-ALPES;LYON;10/05/2005;3107;2701;MIXTE;5808;;;RHÔNE;
6923501;Musée Archéologique;2010;AUVERGNE-RHONE-ALPES;SAINT-ROMAIN-EN-GAL;01/02/2003;21975;53737;MIXTE;75712;;;RHÔNE;
6924801;Ecomusée du Haut Beaujolais;2010;AUVERGNE-RHONE-ALPES;THIZY-LES-BOURGS;10/05/2005;0;370;GRATUIT;370;;;RHÔNE;
6926401;Musée Paul Dini;2010;AUVERGNE-RHONE-ALPES;VILLEFRANCHE-SUR-SAONE;01/02/2003;7945;10977;MIXTE;18922;;;RHÔNE;
7301101;Musée Municipal d'Albertville-Conflans;2010;AUVERGNE-RHONE-ALPES;ALBERTVILLE;01/02/2003;3099;2999;MIXTE;6098;;;SAVOIE;
6718001;Musée Historique;2011;GRAND EST;HAGUENAU;01/02/2003;1988;6821;MIXTE;8809;;;BAS-RHIN;
6730001;Musée de la Chartreuse;2011;GRAND EST;MOLSHEIM;01/02/2003;3464;890;MIXTE;4354;;;BAS-RHIN;
6738801;Musée du Fer;2011;GRAND EST;REICHSHOFFEN;01/02/2003;572;512;MIXTE;1084;;;BAS-RHIN;
6822404;Musée EDF Electropolis;2011;GRAND EST;MULHOUSE;01/02/2003;27062;12142;MIXTE;39204;;;HAUT-RHIN;
2429901;Musée des Arts et Traditions Populaires du Périgord;2011;NOUVELLE-AQUITAINE;MUSSIDAN;01/02/2003;1062;613;MIXTE;1675;;;DORDOGNE;
3306304;Musée d'Aquitaine;2011;NOUVELLE-AQUITAINE;BORDEAUX;06/01/2002;13121;128484;MIXTE;141605;;;GIRONDE;
3306305;Muséum d'Histoire Naturelle de Bordeaux;2011;NOUVELLE-AQUITAINE;BORDEAUX;01/02/2003;0;12260;GRATUIT;12260;;;GIRONDE;
3306303;Musée des Beaux-Arts;2011;NOUVELLE-AQUITAINE;BORDEAUX;06/01/2002;12302;90674;MIXTE;102976;;;GIRONDE;
3306701;Musée de la Voiture à Cheval;2011;NOUVELLE-AQUITAINE;BOURG-SUR-GIRONDE;01/02/2003;2347;799;MIXTE;3146;;;GIRONDE;
4019401;Musée de la Chalosse;2011;NOUVELLE-AQUITAINE;MONTFORT-EN-CHALOSSE;01/02/2003;7856;2612;MIXTE;10468;;;LANDES;
4024601;Ecomusée de la Grande Lande;2011;NOUVELLE-AQUITAINE;SABRES;01/02/2003;69884;13092;MIXTE;82976;;;LANDES;
4028201;Musée d'Art et d'Histoire du Cap de Gascogne;2011;NOUVELLE-AQUITAINE;SAINT-SEVER;01/02/2003;0;800;GRATUIT;800;;;LANDES;
4028601;Musée de la Faïence et des arts de la table;2011;NOUVELLE-AQUITAINE;SAMADET;01/02/2003;2402;4076;MIXTE;6478;;;LANDES;
4729201;Musée de Préhistoire Mésolithique Laurent Coulonges;2011;NOUVELLE-AQUITAINE;SAUVETERRE-LA-LEMANCE;01/02/2003;873;449;MIXTE;1322;;;LOT ET GARONNE;
6406201;Musée Municipal;2011;NOUVELLE-AQUITAINE;ARUDY;01/02/2003;1211;492;MIXTE;1703;;;PYRÉNÉES ATLANTIQUES;
6410201;Musée Basque et de l'Histoire de Bayonne;2011;NOUVELLE-AQUITAINE;BAYONNE;01/02/2003;18114;17455;MIXTE;35569;;;PYRÉNÉES ATLANTIQUES;
318501;Musée des Musiques Populaires - MuPop;2011;AUVERGNE-RHONE-ALPES;MONTLUCON;01/02/2003;1463;2447;MIXTE;3910;;;ALLIER;
6311305;Musée d'Art Roger-Quillot;2011;AUVERGNE-RHONE-ALPES;CLERMONT-FERRAND;01/02/2003;6227;23879;MIXTE;30106;;;PUY DE DÔME;
6324501;Musée Lapidaire;2011;AUVERGNE-RHONE-ALPES;MOZAC;01/02/2003;188;126;MIXTE;314;;;PUY DE DÔME;
2123105;Muséum - Jardin des Sciences;2011;BOURGOGNE-FRANCHE-COMTE;DIJON;06/01/2002;5751;111259;MIXTE;117010;;;CÔTE D’OR;
2146401;Musée Municipal;2011;BOURGOGNE-FRANCHE-COMTE;NUITS-SAINT-GEORGES;01/02/2003;539;2689;MIXTE;3228;;;CÔTE D’OR;
5815101;Musée de la Mine;2011;BOURGOGNE-FRANCHE-COMTE;LA MACHINE;01/02/2003;6317;1087;MIXTE;7404;;;NIÈVRE;
5819403;Musée Archéologique du Nivernais (Porte du Croux);2011;BOURGOGNE-FRANCHE-COMTE;NEVERS;01/02/2003;0;621;GRATUIT;621;;;NIÈVRE;
7107602;Musée Nicéphore Niepce;2011;BOURGOGNE-FRANCHE-COMTE;CHALON-SUR-SAONE;01/02/2003;0;27180;GRATUIT;27180;;;SAONE ET LOIRE;
7126301;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";2011;BOURGOGNE-FRANCHE-COMTE;LOUHANS;01/02/2003;1806;3657;MIXTE;5463;;;SAONE ET LOIRE;
7127501;Musée de la Tour du Moulin;2011;BOURGOGNE-FRANCHE-COMTE;MARCIGNY;01/02/2003;2460;122;MIXTE;2582;;;SAONE ET LOIRE;
7135101;Ecomusée de la Bresse Bourguignonne;2011;BOURGOGNE-FRANCHE-COMTE;PIERRE-DE-BRESSE;01/02/2003;28682;13351;MIXTE;42033;;;SAONE ET LOIRE;
8902402;Musée d'Art et d'Histoire;2011;BOURGOGNE-FRANCHE-COMTE;AUXERRE;01/02/2003;0;22802;GRATUIT;22802;;;YONNE;
8927901;Musée des Arts Naïfs et Populaires de Noyers sur Serein;2011;BOURGOGNE-FRANCHE-COMTE;NOYERS-SUR-SEREIN;01/02/2003;2026;1599;MIXTE;3625;;;YONNE;
2227801;Musée d'Art et d'Histoire;2011;BRETAGNE;SAINT-BRIEUC;01/02/2003;0;34845;GRATUIT;34845;;;COTES D'ARMOR;
2901902;Musée National de la Marine;2011;BRETAGNE;BREST;06/01/2002;27924;32804;MIXTE;60728;;;FINISTERE;
2904601;Le Port-Musée;2011;BRETAGNE;DOUARNENEZ;01/02/2003;33101;12471;MIXTE;45572;;;FINISTERE;
2915501;Ecomusée d'Ouessant - Vivre sur une Ile;2011;BRETAGNE;OUESSANT;01/02/2003;6390;3833;MIXTE;10223;;;FINISTERE;
2923202;Musée Départemental Breton;2011;BRETAGNE;QUIMPER;01/02/2003;25230;11882;MIXTE;37112;;;FINISTERE;
3528802;Musée d'Histoire de la Ville de Saint-Malo;2011;BRETAGNE;SAINT-MALO;01/02/2003;20170;7096;MIXTE;27266;;;ILE ET VILAINE;
5602301;Ecomusée de Saint-Dégan;2011;BRETAGNE;BREC'H;01/02/2003;10598;2734;MIXTE;13332;;;MORBIHAN;
5618101;Musée National de la Marine;2011;BRETAGNE;PORT-LOUIS;01/02/2003;41351;26464;MIXTE;67815;;;MORBIHAN;
2808502;Muséum des Sciences Naturelles et de Préhistoire;2011;CENTRE-VAL DE LOIRE;CHARTRES;01/02/2003;682;16359;MIXTE;17041;;;EURE ET LOIR;
2813401;Musée d'Art et d'Histoire de Dreux;2011;CENTRE-VAL DE LOIRE;DREUX;01/02/2003;4837;5049;MIXTE;9886;;;EURE ET LOIR;
2828001;Musée de l'Histoire du Perche;2011;CENTRE-VAL DE LOIRE;NOGENT-LE-ROTROU;01/02/2003;11044;6812;MIXTE;17856;;;EURE ET LOIR;
3713201;Musée Lansyer;2011;CENTRE-VAL DE LOIRE;LOCHES;01/02/2003;0;25460;GRATUIT;25460;;;INDRE ET LOIRE;
4101805;Muséum d'Histoire Naturelle;2011;CENTRE-VAL DE LOIRE;BLOIS;01/02/2003;5393;7748;MIXTE;13141;;;LOIR ET CHER;
4113601;Musée de la Corbillière;2011;CENTRE-VAL DE LOIRE;MER;01/02/2003;0;1833;GRATUIT;1833;;;LOIR ET CHER;
4115801;Atelier Musée Louis Leygue;2011;CENTRE-VAL DE LOIRE;NAVEIL;01/02/2003;0;51;GRATUIT;51;;;LOIR ET CHER;
831101;Musée du Feutre;2011;GRAND EST;MOUZON;01/02/2003;3180;632;MIXTE;3812;;;ARDENNES;
1038704;Musée des Beaux-Arts (Musée Pic Saint-Loup);2011;GRAND EST;TROYES;01/02/2003;6785;8908;MIXTE;15693;;;AUBE;"1038701 ; 1038704"
5206001;Musée Municipal;2011;GRAND EST;BOURBONNE-LES-BAINS;01/02/2003;0;2219;GRATUIT;2219;;;HAUTE-MARNE;
5110801;Musée Municipal;2011;GRAND EST;CHALONS-EN-CHAMPAGNE;01/02/2003;881;11542;MIXTE;12423;;;MARNE;
5145404;Musée Saint-Rémi;2011;GRAND EST;REIMS;01/02/2003;6003;29512;MIXTE;35515;;;MARNE;
2A14201;Musée de l'Alta Rocca;2011;CORSE;LEVIE;01/02/2003;6584;8669;MIXTE;15253;;;CORSE DU SUD;
2B00901;Musée d'archéologie d'Aleria - Jérôme Carcopino;2011;CORSE;ALERIA;01/02/2003;29569;24519;MIXTE;54088;;;HAUTE-CORSE;
2B16901;Musée Départemental Pascal Paoli;2011;CORSE;MOROSAGLIA;01/02/2003;4300;2907;MIXTE;7207;;;HAUTE-CORSE;
2505602;Musée du Temps;2011;BOURGOGNE-FRANCHE-COMTE;BESANCON;01/02/2003;6435;30410;MIXTE;36845;;;DOUBS;
2538801;Musée Beurnier-Rossel;2011;BOURGOGNE-FRANCHE-COMTE;MONTBELIARD;01/02/2003;462;2953;MIXTE;3415;;;DOUBS;
2543401;Musée-Maison Natale Gustave Courbet;2011;BOURGOGNE-FRANCHE-COMTE;ORNANS;01/02/2003;41393;19163;MIXTE;60556;;;DOUBS;
7055001;Musée Georges Garret;2011;BOURGOGNE-FRANCHE-COMTE;VESOUL;01/02/2003;0;4269;GRATUIT;4269;;;HAUTE-SAONE;
3901302;Musée de la Vigne et du Vin;2011;BOURGOGNE-FRANCHE-COMTE;ARBOIS;01/02/2003;3741;1878;MIXTE;5619;;;JURA;
3919801;Musée des Beaux-Arts;2011;BOURGOGNE-FRANCHE-COMTE;DOLE;01/02/2003;0;22149;GRATUIT;22149;;;JURA;
9000901;Musée Frédéric Japy;2011;BOURGOGNE-FRANCHE-COMTE;BEAUCOURT;01/02/2003;759;1916;MIXTE;2675;;;TERRITOIRE DE BELFORT;
9001002;Donation Maurice Jardot;2011;BOURGOGNE-FRANCHE-COMTE;BELFORT;01/02/2003;921;2494;MIXTE;3415;;;TERRITOIRE DE BELFORT;
9111401;Musée Municipal Robert Dubois-Corneau;2011;ILE-DE-FRANCE;BRUNOY;01/02/2003;43;3204;MIXTE;3247;;;ESSONNE;
9120001;Musée du Château;2011;ILE-DE-FRANCE;DOURDAN;01/02/2003;8707;7692;MIXTE;16399;;;ESSONNE;
