REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TYPE_ACCESSIBILITE;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
8305004;Musée de l'Artillerie;2021;Provence-Alpes-Côte d'Azur;Draguignan;05/07/2006;0;6686;GRATUIT;6686;;M9007;Var;
8413701;Musée Archéologique Théo Desplans;2021;Provence-Alpes-Côte d'Azur;Vaison-la-Romaine;01/02/2003;39395;7661;MIXTE;47056;;M0961;Vaucluse;
8109901;Musée des Beaux-Arts;2009;OCCITANIE;GAILLAC;01/02/2003;2109;2088;MIXTE;4197;;;TARN;
8212102;Musée Ingres;2009;OCCITANIE;MONTAUBAN;06/01/2002;25548;32024;MIXTE;57572;;;TARN-ET-GARONNE;
5901401;Musée Théophile Jouglet;2009;HAUTS-DE-FRANCE;ANZIN;01/02/2003;0;2014;GRATUIT;2014;;;NORD;
5912201;Musée Municipal de Cambrai;2009;HAUTS-DE-FRANCE;CAMBRAI;01/02/2003;5727;7632;MIXTE;13359;;;NORD;
5917201;Musée d'Archéologie et d'Histoire Locale;2009;HAUTS-DE-FRANCE;DENAIN;01/02/2003;0;2600;GRATUIT;2600;;;NORD;
5918301;Musée des Beaux-Arts;2009;HAUTS-DE-FRANCE;DUNKERQUE;01/02/2003;7837;0;PAYANT;7837;;;NORD;
5924901;Ecomusée de la Région;2009;HAUTS-DE-FRANCE;FOURMIES;01/02/2003;31751;29606;MIXTE;61357;;;NORD;
5913601;Musée Départemental Matisse;2009;HAUTS-DE-FRANCE;LE CATEAU-CAMBRESIS;01/02/2003;23119;52610;MIXTE;75729;;;NORD;
6204102;Musée des Beaux-Arts;2009;HAUTS-DE-FRANCE;ARRAS;06/01/2002;42002;30139;MIXTE;72141;;;PAS-DE-CALAIS;
6282601;Musée Municipal;2009;HAUTS-DE-FRANCE;LE TOUQUET-PARIS-PLAGE;01/02/2003;1975;0;PAYANT;1975;;;PAS-DE-CALAIS;
1402101;Musée du Débarquement;2009;NORMANDIE;ARROMANCHES;01/02/2003;315766;12915;MIXTE;328681;;;CALVADOS;
1411825;Musée de la Poste et des Techniques de communication;2009;NORMANDIE;CAEN;06/01/2002;3848;0;PAYANT;3848;;;CALVADOS;
1411801;Musée des Beaux-Arts;2009;NORMANDIE;CAEN;06/01/2002;5556;56653;MIXTE;62209;;;CALVADOS;
1475401;Musée Paléontologique;2009;NORMANDIE;VILLERS-SUR-MER;01/02/2003;0;38262;GRATUIT;38262;;;CALVADOS;
5012901;Muséum Emmanuel Liais;2009;NORMANDIE;CHERBOURG-EN-COTENTIN;01/02/2003;0;20860;GRATUIT;20860;;;MANCHE;
5050201;Musée des Beaux-Arts;2009;NORMANDIE;SAINT-LO;01/02/2003;6250;0;PAYANT;6250;;;MANCHE;
5050203;Musée du Bocage Normand, ferme du bois Jugan;2009;NORMANDIE;SAINT-LO;01/02/2003;2370;3801;MIXTE;6171;;;MANCHE;
5052501;Musée du Granit;2009;NORMANDIE;SAINT-MICHEL-DE-MONTJOIE;01/02/2003;1351;500;MIXTE;1851;;;MANCHE;
6129301;Musée du Percheron;2009;NORMANDIE;MORTAGNE-AU-PERCHE;01/02/2003;0;1015;GRATUIT;1015;;;ORNE;
6137901;Musée Départemental des Arts et Traditions Populaires du Perche;2009;NORMANDIE;SAINT-CYR LA ROSIERE;01/02/2003;12075;11804;MIXTE;23879;;;ORNE;
2705601;Musée Municipal;2009;NORMANDIE;BERNAY;01/02/2003;2854;8566;MIXTE;11420;;;EURE;
2716501;Musée du Verre et de la Pierre;2009;NORMANDIE;CONCHES-EN-OUCHE;01/02/2003;1826;1875;MIXTE;3701;;;EURE;
7615701;Pavillon Flaubert;2009;NORMANDIE;CANTELEU;01/02/2003;0;827;GRATUIT;827;;;SEINE-MARITIME;
7621701;Château-Musée de Dieppe;2009;NORMANDIE;DIEPPE;25/05/2002;29839;11416;MIXTE;41255;;;SEINE-MARITIME;
7635105;La Maison de l'Armateur;2009;NORMANDIE;LE HAVRE;01/02/2003;5462;5991;MIXTE;11453;;;SEINE-MARITIME;
7635102;Abbaye de Graville - Musée du Prieuré de Graville;2009;NORMANDIE;LE HAVRE;01/02/2003;1850;4550;MIXTE;6400;;;SEINE-MARITIME;
7635104;Muséum d'Histoire Naturelle;2009;NORMANDIE;LE HAVRE;01/02/2003;0;29810;GRATUIT;29810;;;SEINE-MARITIME;
7649701;Musée Départemental Pierre Corneille;2009;NORMANDIE;LE PETIT-COURONNE;01/02/2003;664;3634;MIXTE;4298;;;SEINE-MARITIME;
7647301;Ecomusée de la Basse-Seine;2009;NORMANDIE;NOTRE-DAME-DE-BLIQUETUIT;01/02/2003;17752;3255;MIXTE;21007;;;SEINE-MARITIME;
7647401;Musée Industriel de la Corderie Vallois;2009;NORMANDIE;NOTRE-DAME-DE-BONDEVILLE;01/02/2003;2155;7636;MIXTE;9791;;;SEINE-MARITIME;
4401501;Musée de la Fève, Crèches et Traditions Populaires;2009;PAYS DE LA LOIRE;BLAIN;01/02/2003;1142;353;MIXTE;1495;;;LOIRE-ATLANTIQUE;
4410904;Musée du Château des Ducs de Bretagne;2009;PAYS DE LA LOIRE;NANTES;01/02/2003;80292;87575;MIXTE;167867;;;LOIRE-ATLANTIQUE;
5307701;Musée Communal Robert Tatin;2009;PAYS DE LA LOIRE;COSSE-LE-VIVIEN;28/06/2002;14365;3719;MIXTE;18084;;;MAYENNE;
5313002;Musée des Sciences - CCSTI;2009;PAYS DE LA LOIRE;LAVAL;01/02/2003;2839;48312;MIXTE;51151;;;MAYENNE;
5318801;Musée de l'Ardoise et de la Géologie;2009;PAYS DE LA LOIRE;RENAZE;01/02/2003;1579;412;MIXTE;1991;;;MAYENNE;
8501201;Ecomusée du Marais Breton Vendéen;2009;PAYS DE LA LOIRE;LA BARRE-DE-MONTS;01/02/2003;20706;8427;MIXTE;29133;;;VENDEE;
8504601;Musée ornithologique Charles-Payraudeau;2009;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;01/02/2003;0;1023;GRATUIT;1023;;;VENDEE;
278901;Musée de La Thiérache;2009;HAUTS-DE-FRANCE;VERVINS;01/02/2003;0;1932;GRATUIT;1932;;;AISNE;
6014301;Musée Pillon;2009;HAUTS-DE-FRANCE;CHAUMONT-EN-VEXIN;01/02/2003;0;200;GRATUIT;200;;;OISE;
1610201;Musée Municipal de Cognac;2009;NOUVELLE-AQUITAINE;COGNAC;01/02/2003;1810;9029;MIXTE;10839;;;CHARENTE;
1610202;Musée des Arts du Cognac (Annexe musée municipal);2009;NOUVELLE-AQUITAINE;COGNAC;01/02/2003;6262;6410;MIXTE;12672;;;CHARENTE;
600401;Musée Picasso;2009;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;01/02/2003;85663;45937;MIXTE;131600;;;ALPES-MARITIMES;
600402;Musée d'Histoire et d'Archéologie;2009;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;01/02/2003;3637;4768;MIXTE;8405;;;ALPES-MARITIMES;
602702;Musée Renoir;2009;PROVENCE-ALPES-CÔTE D'AZUR;CAGNES-SUR-MER;01/02/2003;27134;9827;MIXTE;36961;;;ALPES-MARITIMES;
608813;Musée d'Art Moderne et d'Art Contemporain;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;163803;GRATUIT;163803;;;ALPES-MARITIMES;
609801;Ecomusée du Pays de la Roudoule;2009;PROVENCE-ALPES-CÔTE D'AZUR;PUGET-ROSTANG;01/02/2003;1096;659;MIXTE;1755;;;ALPES-MARITIMES;
1300105;Musée- Atelier de Paul Cézanne;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;50000;8678;MIXTE;58678;;;BOUCHES DU RHONE;
1305504;Musée des Docks Romains;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;2876;2634;MIXTE;5510;;;BOUCHES DU RHONE;
1305507;Musée d'Archéologie Méditerranéenne;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;6458;11540;MIXTE;17998;;;BOUCHES DU RHONE;
1309201;Musée Municipal Paul Lafran;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-CHAMAS;01/02/2003;0;1949;GRATUIT;1949;;;BOUCHES DU RHONE;
8302301;Musée du Pays Brignolais;2009;PROVENCE-ALPES-CÔTE D'AZUR;BRIGNOLES;01/02/2003;2521;2861;MIXTE;5382;;;VAR;
8305004;Musée de l'Artillerie;2009;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;05/07/2006;0;19006;GRATUIT;19006;;;VAR;
8311801;Musée Archéologique;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-RAPHAËL;01/02/2003;0;18712;GRATUIT;18712;;;VAR;
8313201;Musée du Vêtement Provençal (Jean Aicard);2009;PROVENCE-ALPES-CÔTE D'AZUR;SOLLIES-VILLE;01/02/2003;0;4754;GRATUIT;4754;;;VAR;
8400702;Musée du Petit Palais;2009;PROVENCE-ALPES-CÔTE D'AZUR;AVIGNON;01/02/2003;36877;21856;MIXTE;58733;;;VAUCLUSE;
8413901;Musée-Bibliothèque François Pétrarque;2009;PROVENCE-ALPES-CÔTE D'AZUR;FONTAINE-DE-VAUCLUSE;01/02/2003;2496;944;MIXTE;3440;;;VAUCLUSE;
121801;Musée du Bugey-Valmorey;2009;AUVERGNE-RHONE-ALPES;LOCHIEU;01/02/2003;2410;2268;MIXTE;4678;;;AIN;
732401;Musée du Rhône;2009;AUVERGNE-RHONE-ALPES;TOURNON-SUR-RHÔNE;01/02/2003;5909;4001;MIXTE;9910;;;ARDECHE;
2628101;Musée International de la Chaussure;2009;AUVERGNE-RHONE-ALPES;ROMANS;01/02/2003;18914;13409;MIXTE;32323;;;DRÔME;
2632401;Musée d'Archéologie Tricastine;2009;AUVERGNE-RHONE-ALPES;SAINT-PAUL-TROIS-CHATEAUX;01/02/2003;1019;3610;MIXTE;4629;;;DRÔME;
7405601;Musée Alpin;2009;AUVERGNE-RHONE-ALPES;CHAMONIX;01/02/2003;12293;6383;MIXTE;18676;;;HAUTE-SAVOIE;
3800601;Musée Jadis Allevard;2009;AUVERGNE-RHONE-ALPES;ALLEVARD-LES-BAINS;20/12/2005;1080;4727;MIXTE;5807;;;ISERE;
3818508;Musée de la Résistance de la Déportation de l'Isère;2009;AUVERGNE-RHONE-ALPES;GRENOBLE;01/02/2003;0;22325;GRATUIT;22325;;;ISERE;
3818505;Musée de Grenoble;2009;AUVERGNE-RHONE-ALPES;GRENOBLE;06/01/2002;58232;102288;MIXTE;160520;;;ISERE;
3818502;Musée Dauphinois;2009;AUVERGNE-RHONE-ALPES;GRENOBLE;01/02/2003;0;57597;GRATUIT;57597;;;ISERE;
3819001;Maison du Patrimoine de Hières-sur-Amby;2009;AUVERGNE-RHONE-ALPES;HIERES SUR AMBY;01/02/2003;12065;0;PAYANT;12065;;;ISERE;
3851601;Musée Hébert;2009;AUVERGNE-RHONE-ALPES;LA TRONCHE;01/02/2003;0;38676;GRATUIT;38676;;;ISERE;
3854401;Musée-Cloître Saint-André-Le-Bas;2009;AUVERGNE-RHONE-ALPES;VIENNE;01/02/2003;3266;3782;MIXTE;7048;;;ISERE;
4205203;Musée Hospitalier;2009;AUVERGNE-RHONE-ALPES;CHARLIEU;01/02/2003;3037;1315;MIXTE;4352;;;LOIRE;
6912301;Musée Historique des Tissus;2012;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;36365;21973;MIXTE;58338;;;RHÔNE;"6912301 ; 6912302"
6938502;Lugdunum - Musée et Théâtres Romains;2009;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;20995;53249;MIXTE;74244;;;RHÔNE;
6938602;Muséum d'Histoire Naturelle;2009;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;0;66777;GRATUIT;66777;;;RHÔNE;"6938602 ; 6938604"
6938901;Musée des Sapeurs-Pompiers de Lyon;2009;AUVERGNE-RHONE-ALPES;LYON;10/05/2005;0;9014;GRATUIT;9014;;;RHÔNE;
6938101;Musée d'Art Contemporain de Lyon;2009;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;88408;26188;MIXTE;114596;;;RHÔNE;
6916801;Musée Henri Malartre;2009;AUVERGNE-RHONE-ALPES;ROCHETAILLEE-SUR-SAONE;01/02/2003;19946;18578;MIXTE;38524;;;RHÔNE;
6748213;Musée Tomi Ungerer;2010;GRAND EST;STRASBOURG;18/04/2008;15275;24133;MIXTE;39408;;;BAS-RHIN;
6811201;Musée Théodore Deck et des Pays du Florival;2010;GRAND EST;GUEBWILLER;01/02/2003;1988;2256;MIXTE;4244;;;HAUT-RHIN;
6822405;Cité du Train;2010;GRAND EST;MULHOUSE;18/11/2002;76999;7245;MIXTE;84244;;;HAUT-RHIN;
6827801;Musée du Papier Peint;2010;GRAND EST;RIXHEIM;01/02/2003;6471;4008;MIXTE;10479;;;HAUT-RHIN;
2405501;Château de Bourdeilles;2010;NOUVELLE-AQUITAINE;BOURDEILLES;01/02/2003;22732;0;PAYANT;22732;;;DORDOGNE;
2429901;Musée des Arts et Traditions Populaires du Périgord;2010;NOUVELLE-AQUITAINE;MUSSIDAN;01/02/2003;1130;875;MIXTE;2005;;;DORDOGNE;
3306304;Musée d'Aquitaine;2010;NOUVELLE-AQUITAINE;BORDEAUX;06/01/2002;12108;117920;MIXTE;130028;;;GIRONDE;
4004601;Musée Historique de l'Hydravion;2010;NOUVELLE-AQUITAINE;BISCARROSSE;01/02/2003;13829;4074;MIXTE;17903;;;LANDES;
4019201;Musée Despiau-Wlérick;2010;NOUVELLE-AQUITAINE;MONT-DE-MARSAN;01/02/2003;0;39915;GRATUIT;39915;;;LANDES;
4716701;Musée du Liège et du Bouchon;2010;NOUVELLE-AQUITAINE;MEZIN;05/07/2006;4884;824;MIXTE;5708;;;LOT ET GARONNE;
4719501;Musée du Château Henri IV;2010;NOUVELLE-AQUITAINE;NERAC;01/02/2003;19913;6747;MIXTE;26660;;;LOT ET GARONNE;
6416001;Musée Edmond Rostand;2010;NOUVELLE-AQUITAINE;CAMBO-LES-BAINS;01/02/2003;63697;5503;MIXTE;69200;;;PYRÉNÉES ATLANTIQUES;
318501;Musée des Musiques Populaires - MuPop;2010;AUVERGNE-RHONE-ALPES;MONTLUCON;01/02/2003;1644;2703;MIXTE;4347;;;ALLIER;
319001;Musée Anne de Beaujeu;2010;AUVERGNE-RHONE-ALPES;MOULINS;01/02/2003;13236;3154;MIXTE;16390;;;ALLIER;
319002;Centre National du Costume de Scène et de la Scénographie;2010;AUVERGNE-RHONE-ALPES;MOULINS;23/10/2009;55995;12610;MIXTE;68605;;;ALLIER;
319501;Musée Rieckotter;2010;AUVERGNE-RHONE-ALPES;NERIS-LES-BAINS;01/02/2003;418;434;MIXTE;852;;;ALLIER;
327501;Musée Municipal de Souvigny;2010;AUVERGNE-RHONE-ALPES;SOUVIGNY;01/02/2003;8304;3100;MIXTE;11404;;;ALLIER;
331002;Musée des Arts D'Afrique et D'Asie;2010;AUVERGNE-RHONE-ALPES;VICHY;01/02/2003;2283;1859;MIXTE;4142;;;ALLIER;
1518702;Musée d'art et d'histoire Alfred Douët;2010;AUVERGNE-RHONE-ALPES;SAINT-FLOUR;01/02/2003;1263;1342;MIXTE;2605;;;CANTAL;
4311701;Musée des Arts et Traditions Populaires de Haute Loire;2010;AUVERGNE-RHONE-ALPES;LAVAUDIEU;01/02/2003;10453;689;MIXTE;11142;;;HAUTE-LOIRE;
6311303;Muséum d'Histoire Naturelle Henri-Lecoq;2010;AUVERGNE-RHONE-ALPES;CLERMONT-FERRAND;06/01/2002;3979;21915;MIXTE;25894;;;PUY DE DÔME;
6343001;Musée Municipal de la Coutellerie;2010;AUVERGNE-RHONE-ALPES;THIERS;01/02/2003;22518;4949;MIXTE;27467;;;PUY DE DÔME;
2103801;Musée Bonaparte;2010;BOURGOGNE-FRANCHE-COMTE;AUXONNE;01/02/2003;0;2605;GRATUIT;2605;;;CÔTE D’OR;
2123105;Muséum - Jardin des Sciences;2010;BOURGOGNE-FRANCHE-COMTE;DIJON;06/01/2002;4618;85383;MIXTE;90001;;;CÔTE D’OR;
2142502;Musée des Beaux-Arts;2010;BOURGOGNE-FRANCHE-COMTE;MONTBARD;01/02/2003;0;621;GRATUIT;621;;;CÔTE D’OR;
2146401;Musée Municipal;2010;BOURGOGNE-FRANCHE-COMTE;NUITS-SAINT-GEORGES;01/02/2003;529;2664;MIXTE;3193;;;CÔTE D’OR;
2160301;Musée Municipal;2010;BOURGOGNE-FRANCHE-COMTE;SEMUR-EN-AUXOIS;01/02/2003;1026;4190;MIXTE;5216;;;CÔTE D’OR;
7104001;Musée de la Mine;2010;BOURGOGNE-FRANCHE-COMTE;BLANZY;01/02/2003;10337;1293;MIXTE;11630;;;SAONE ET LOIRE;
7115301;Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines;2010;BOURGOGNE-FRANCHE-COMTE;LE CREUSOT;01/02/2003;11764;3703;MIXTE;15467;;;SAONE ET LOIRE;
7127201;Musée Départemental du Compagnonnage;2010;BOURGOGNE-FRANCHE-COMTE;ROMANECHE-THORINS;01/02/2003;1798;1411;MIXTE;3209;;;SAONE ET LOIRE;
7137301;Musée du Terroir;2010;BOURGOGNE-FRANCHE-COMTE;ROMENAY;01/02/2003;1971;709;MIXTE;2680;;;SAONE ET LOIRE;
8902402;Musée d'Art et d'Histoire;2010;BOURGOGNE-FRANCHE-COMTE;AUXERRE;01/02/2003;6924;22429;MIXTE;29353;;;YONNE;"8902402 ; 8902403"
2903901;Musée de la Pêche;2010;BRETAGNE;CONCARNEAU;01/02/2003;28149;4427;MIXTE;32576;;;FINISTERE;
2915502;Musée des Phares et Balises;2010;BRETAGNE;OUESSANT;01/02/2003;12479;4077;MIXTE;16556;;;FINISTERE;
2926101;Ecomusée des Monts d'Arrée - Maison Cornec;2010;BRETAGNE;RIVOAL;01/02/2003;4209;2791;MIXTE;7000;;;FINISTERE;
5603401;Musée de Préhistoire J. Miln- Z. Le-Rouzic;2010;BRETAGNE;CARNAC;01/02/2003;25332;5824;MIXTE;31156;;;MORBIHAN;
5606901;Ecomusée de l'Île de Groix;2010;BRETAGNE;ILE DE GROIX;01/02/2003;6597;980;MIXTE;7577;;;MORBIHAN;
5618102;Musée de la Compagnie des Indes;2010;BRETAGNE;PORT-LOUIS;01/02/2003;35827;25472;MIXTE;61299;;;MORBIHAN;
1803303;Musée du Berry;2010;CENTRE-VAL DE LOIRE;BOURGES;01/02/2003;0;14612;GRATUIT;14612;;;CHER;
1803305;Musée d'Histoire Naturelle Gabriel Foucher;2010;CENTRE-VAL DE LOIRE;BOURGES;01/02/2003;11075;15029;MIXTE;26104;;;CHER;
1805701;Musée Emile Chénon;2010;CENTRE-VAL DE LOIRE;CHATEAUMEILLANT;01/02/2003;778;3077;MIXTE;3855;;;CHER;
2808504;Conservatoire du Machinisme et des Pratiques Agricoles;2010;CENTRE-VAL DE LOIRE;CHARTRES-MAINVILLIERS;01/02/2003;6104;43271;MIXTE;49375;;;EURE ET LOIR;
2828001;Musée de l'Histoire du Perche;2010;CENTRE-VAL DE LOIRE;NOGENT-LE-ROTROU;01/02/2003;9737;8045;MIXTE;17782;;;EURE ET LOIR;
3604601;Musée George Sand et de la Vallée Noire;2010;CENTRE-VAL DE LOIRE;LA CHATRE;01/02/2003;2942;1201;MIXTE;4143;;;INDRE;
3601801;Musée Ornithologique (Ecomusée de la Brenne);2010;CENTRE-VAL DE LOIRE;LE BLANC;01/02/2003;2526;1687;MIXTE;4213;;;INDRE;
3707201;Musée du Vieux Chinon;2010;CENTRE-VAL DE LOIRE;CHINON;01/02/2003;3046;0;PAYANT;3046;;;INDRE ET LOIRE;
3722601;Musée Municipal;2010;CENTRE-VAL DE LOIRE;SAINTE-MAURE-DE-TOURAINE;01/02/2003;174;41;MIXTE;215;;;INDRE ET LOIRE;
3724801;Musée François Rabelais;2010;CENTRE-VAL DE LOIRE;SEUILLY;30/04/2002;9478;3034;MIXTE;12512;;;INDRE ET LOIRE;
4113601;Musée de la Corbillière;2010;CENTRE-VAL DE LOIRE;MER;01/02/2003;0;1226;GRATUIT;1226;;;LOIR ET CHER;
4115801;Atelier Musée Louis Leygue;2010;CENTRE-VAL DE LOIRE;NAVEIL;01/02/2003;0;51;GRATUIT;51;;;LOIR ET CHER;
4508201;Musée de la Marine de Loire;2010;CENTRE-VAL DE LOIRE;CHATEAUNEUF-SUR-LOIRE;01/02/2003;8502;5623;MIXTE;14125;;;LOIRET;
4520301;Musée Gaston Couté;2010;CENTRE-VAL DE LOIRE;MEUNG-SUR-LOIRE;01/02/2003;0;2647;GRATUIT;2647;;;LOIRET;
831101;Musée du Feutre;2010;GRAND EST;MOUZON;01/02/2003;4013;637;MIXTE;4650;;;ARDENNES;
1026801;Musée Paul Dubois-Alfred Boucher;2010;GRAND EST;NOGENT-SUR-SEINE;01/02/2003;0;890;GRATUIT;890;;;AUBE;
5145404;Musée Saint-Rémi;2010;GRAND EST;REIMS;01/02/2003;5636;42493;MIXTE;48129;;;MARNE;
5145401;Musée des Beaux-Arts de Saint-Denis;2010;GRAND EST;REIMS;06/01/2002;15395;32880;MIXTE;48275;;;MARNE;
2B00901;Musée d'archéologie d'Aleria - Jérôme Carcopino;2010;CORSE;ALERIA;01/02/2003;31484;27542;MIXTE;59026;;;HAUTE-CORSE;
7012201;Musée Départemental Albert-et-Félicie Demard - ATP;2010;BOURGOGNE-FRANCHE-COMTE;CHAMPLITTE;01/02/2003;11180;7126;MIXTE;18306;;;HAUTE-SAONE;
7055001;Musée Georges Garret;2010;BOURGOGNE-FRANCHE-COMTE;VESOUL;01/02/2003;0;5357;GRATUIT;5357;;;HAUTE-SAONE;
3909701;Musée Municipal d'Archéologie;2010;BOURGOGNE-FRANCHE-COMTE;CHAMPAGNOLE;01/02/2003;259;323;MIXTE;582;;;JURA;
9001002;Donation Maurice Jardot;2010;BOURGOGNE-FRANCHE-COMTE;BELFORT;01/02/2003;3500;0;PAYANT;3500;;;TERRITOIRE DE BELFORT;
9004101;Forge-Musée;2010;BOURGOGNE-FRANCHE-COMTE;ETUEFFONT;01/02/2003;1191;906;MIXTE;2097;;;TERRITOIRE DE BELFORT;
9106401;Musée Français de la Photographie;2010;ILE-DE-FRANCE;BIEVRES;01/02/2003;4630;1396;MIXTE;6026;;;ESSONNE;
9207201;Etablissement public Sèvres - Cité de la céramique;2010;ILE-DE-FRANCE;SEVRES;06/01/2002;22544;17531;MIXTE;40075;;;HAUTS DE SEINE;
7511605;Musée National des Arts et des Traditions Populaires (MuCem);2010;ILE-DE-FRANCE;PARIS;06/01/2002;0;13832;GRATUIT;13832;;;PARIS;
7510405;Maison de Victor Hugo;2010;ILE-DE-FRANCE;PARIS;08/07/2004;26221;136437;MIXTE;162658;;;PARIS;
7510602;Musée National Eugène Delacroix;2010;ILE-DE-FRANCE;PARIS;06/01/2002;46188;21384;MIXTE;67572;;;PARIS;
7510901;Musée National Gustave Moreau;2010;ILE-DE-FRANCE;PARIS;06/01/2002;20865;17800;MIXTE;38665;;;PARIS;
7511701;Musée National Jean-Jacques Henner;2010;ILE-DE-FRANCE;PARIS;06/01/2002;8729;4699;MIXTE;13428;;;PARIS;
7510808;Petit Palais, Musée des Beaux-Arts de la ville de Paris;2010;ILE-DE-FRANCE;PARIS;08/07/2004;302510;393245;MIXTE;695755;;;PARIS;
7510905;Musée de la Vie Romantique;2010;ILE-DE-FRANCE;PARIS;08/07/2004;63105;77563;MIXTE;140668;;;PARIS;
7510306;Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris;2010;ILE-DE-FRANCE;PARIS;08/07/2004;5239;38847;MIXTE;44086;;;PARIS;
7511615;Musée d'Art Moderne de la ville de Paris;2010;ILE-DE-FRANCE;PARIS;08/07/2004;365147;314464;MIXTE;679611;;;PARIS;
7511202;Établissement Public de la Porte Dorée - Cité Nationale de l’Histoire de l’Immigration;2010;ILE-DE-FRANCE;PARIS;16/11/2006;11174;97775;MIXTE;108949;;;PARIS;
7511201;Musée des Arts d'Afrique et d'Océanie - Aquarium de la Porte Dorée;2010;ILE-DE-FRANCE;PARIS;06/01/2002;154294;102857;MIXTE;257151;;;PARIS;
7510807;Musée Cernuschi, Musée des Arts de l'Asie de la ville de Paris;2010;ILE-DE-FRANCE;PARIS;08/07/2004;30436;39847;MIXTE;70283;;;PARIS;
7702201;Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;2010;ILE-DE-FRANCE;BARBIZON;01/02/2003;10879;7660;MIXTE;18539;;;SEINE ET MARNE;
7718602;Musée d'Art et d'Histoire Militaire;2010;ILE-DE-FRANCE;FONTAINEBLEAU;01/02/2003;807;2027;MIXTE;2834;;;SEINE ET MARNE;
7724301;Musée Gatien Bonnet;2010;ILE-DE-FRANCE;LAGNY-SUR-MARNE;01/02/2003;301;1538;MIXTE;1839;;;SEINE ET MARNE;
7728501;Musée Henri Chapu;2010;ILE-DE-FRANCE;LE MEE-SUR-SEINE;01/02/2003;0;376;GRATUIT;376;;;SEINE ET MARNE;
7731601;Musée Municipal;2010;ILE-DE-FRANCE;MORET-SUR-LOING;01/02/2003;0;3433;GRATUIT;3433;;;SEINE ET MARNE;
7740501;Musée des Pays de Seine-et-Marne;2010;ILE-DE-FRANCE;SAINT-CYR-SUR-MORIN;01/02/2003;1768;10425;MIXTE;12193;;;SEINE ET MARNE;
9306601;Musée d'Art et d'Histoire;2010;ILE-DE-FRANCE;SAINT-DENIS;01/02/2003;3865;28891;MIXTE;32756;;;SEINE SAINT-DENIS;
9401501;Musée Adrien Mentienne;2010;ILE-DE-FRANCE;BRY-SUR-MARNE;01/02/2003;0;1550;GRATUIT;1550;;;VAL DE MARNE;
9403401;Ecomusée du Val de Bièvre;2010;ILE-DE-FRANCE;FRESNES;01/02/2003;0;11117;GRATUIT;11117;;;VAL DE MARNE;
9501801;Musée du Vieil Argenteuil;2010;ILE-DE-FRANCE;ARGENTEUIL;01/02/2003;801;1125;MIXTE;1926;;;VAL D'OISE;
9531301;Musée d'Art et d'Histoire Louis Senlecq;2010;ILE-DE-FRANCE;L'ISLE-ADAM;01/02/2003;2123;6951;MIXTE;9074;;;VAL D'OISE;
9542801;Musée jean-Jacques Rousseau;2010;ILE-DE-FRANCE;MONTMORENCY;01/02/2003;807;1925;MIXTE;2732;;;VAL D'OISE;
7838401;Musée Zola-Dreyfus;2010;ILE-DE-FRANCE;MEDAN;23/10/2009;6105;338;MIXTE;6443;;;YVELINES;
7820801;Musée de la Ville;2010;ILE-DE-FRANCE;MONTIGNY LE BRETONNEUX;01/02/2003;7564;4149;MIXTE;11713;;;YVELINES;
7857501;Collections de la Fondation de Coubertin;2010;ILE-DE-FRANCE;SAINT-REMY-LES-CHEVREUSE;01/02/2003;4018;2758;MIXTE;6776;;;YVELINES;
1126201;Musée d'Art et d'Histoire - Ensemble monumental de Narbonne;2010;OCCITANIE;NARBONNE;13/06/2002 00:00;58027;262394;MIXTE;320421;;;AUDE;"1126201 ; 1126202"
3018904;Musée du Vieux Nîmes;2010;OCCITANIE;NIMES;01/02/2003;0;24780;GRATUIT;24780;;;GARD;
3018906;Carré d'Art Musée d'Art Contemporain de Nîmes;2010;OCCITANIE;NIMES;01/02/2003;12849;28880;MIXTE;41729;;;GARD;
3018905;Musée des Beaux-Arts;2010;OCCITANIE;NIMES;01/02/2003;3240;16409;MIXTE;19649;;;GARD;
3400301;Musée Agathois;2010;OCCITANIE;AGDE;01/02/2003;2951;1882;MIXTE;4833;;;HERAULT;
